Order Number,Customer Number,Region,Item Number,Item Description LOOKUP,Backlog Quantity,Backlog USD,Order Date,Salesperson Code,Intercompany
O42897,C01009,LATAM,I350258,Mess kit #2,1,$563.32,9/8/2023,S25,Intercompany
O42897,C01009,LATAM,I302336,Flattop grill #1,1,$285.78,9/8/2023,S25,Intercompany
O42897,C01009,LATAM,I202330,Hibachi #3,1,$225.53,9/8/2023,S25,Intercompany
O42897,C01009,LATAM,I303000,Halogen oven #1,1,$114.20,9/8/2023,S25,Intercompany
O42903,C00804,LATAM,I201258,Fire pot #1,1,$451.60,11/8/2022,S09,Not IC
O42905,C09227,LATAM,I350258,Mess kit #2,1,$681.86,11/8/2022,S36,Not IC
O42907,C01009,LATAM,I292330,Bachelor griller #1,1,$331.67,9/8/2023,S25,Intercompany
O42907,C01009,LATAM,I293000,Butane torch #2,1,$330.01,9/8/2023,S25,Intercompany
O42907,C01009,LATAM,I293336,Chorkor oven #3,1,$146.22,9/8/2023,S25,Intercompany
O42947,C07475,N. America,I810600,Chorkor oven #2,1,$991.37,10/11/2023,S06,Not IC
O42947,C07475,N. America,I810336,Chocolatera #1,1,$769.11,10/11/2023,S06,Not IC
O42947,C07475,N. America,I810330,Cheesemelter #3,1,$304.02,10/11/2023,S06,Not IC
O42947,C07475,N. America,I810001,Butane torch #1,1,$240.78,10/11/2023,S06,Not IC
O42947,C07475,N. America,I810336,Chocolatera #1,1,$192.76,10/11/2023,S06,Not IC
O42947,C07475,N. America,I810600,Chorkor oven #2,1,$157.51,10/11/2023,S06,Not IC
O42947,C07475,N. America,I810600,Chorkor oven #2,1,$157.51,10/11/2023,S06,Not IC
O42955,C01453,APAC,I246000,Russian oven #1,1,$367.54,10/11/2023,S60,Not IC
O42955,C01453,APAC,I293000,Butane torch #2,1,$268.97,10/11/2023,S60,Not IC
O42955,C01453,APAC,I246000,Russian oven #1,1,$148.55,10/11/2023,S60,Not IC
O42955,C01453,APAC,I293617,Combi steamer #2,2,$147.30,10/11/2023,S60,Not IC
O42957,C01348,EMEA,I510098,Rice polisher #1,1,$523.26,9/11/2023,S66,Not IC
O42957,C01348,EMEA,I512098,Russian oven #3,1,$311.46,9/11/2023,S66,Not IC
O42967,C01105,N. America,I293000,Butane torch #2,1,$280.59,10/11/2023,S09,Not IC
O42967,C01105,N. America,I350000,Kitchener range #3,1,$172.12,10/11/2023,S09,Not IC
O42967,C01105,N. America,I293330,Chocolatera #2,1,$169.14,10/11/2023,S09,Not IC
O42967,C01105,N. America,I293336,Chorkor oven #3,1,$150.77,10/11/2023,S09,Not IC
O42967,C01105,N. America,I293330,Chocolatera #2,1,$143.26,10/11/2023,S09,Not IC
O42967,C01105,N. America,I350330,Oven #2,1,$119.77,10/11/2023,S09,Not IC
O42967,C01105,N. America,I350330,Oven #2,1,$101.07,10/11/2023,S09,Not IC
O42969,C06656,N. America,I920617,Corn roaster #2,2,$285.59,11/11/2022,S09,Not IC
O42981,C00795,N. America,I303000,Halogen oven #1,8,$907.12,1/11/2023,S09,Not IC
O42981,C00795,N. America,I303460,Instant Pot #2,8,$760.02,1/11/2023,S09,Not IC
O42981,C00795,N. America,I302610,Griddle #3,12,$488.20,1/11/2023,S09,Not IC
O42981,C00795,N. America,I303258,Hibachi #2,8,$284.37,1/11/2023,S09,Not IC
O42983,C00794,N. America,I303000,Halogen oven #1,8,$907.12,10/11/2023,S04,Not IC
O42983,C00794,N. America,I303258,Hibachi #2,16,$601.89,10/11/2023,S04,Not IC
O42983,C00794,N. America,I302610,Griddle #3,18,$137.72,10/11/2023,S04,Not IC
O42995,C08157,N. America,I290258,Thermal immersion circulator #3,6,$403.23,9/12/2023,S10,Not IC
O42995,C08157,N. America,I205258,Instant Pot #3,1,$154.02,9/12/2023,S10,Not IC
O43003,C03897,EMEA,I300259,Deep fryer #2,6,$579.60,3/12/2023,S30,Intercompany
O43003,C03897,EMEA,I300610,Espresso machine #2,10,$543.35,3/12/2023,S30,Intercompany
O43003,C03897,EMEA,I302258,Fire pot #3,6,$300.80,3/12/2023,S30,Intercompany
O43003,C03897,EMEA,I290258,Thermal immersion circulator #3,2,$152.58,3/12/2023,S30,Intercompany
O43003,C03897,EMEA,I240259,Rice polisher #2,2,$84.94,3/12/2023,S30,Intercompany
O43015,C07033,EMEA,I512336,Self-cleaning oven #3,7,$692.85,11/12/2022,S27,Intercompany
O43021,C02259,N. America,I201258,Fire pot #1,2,$868.81,1/12/2023,S09,Not IC
O43043,C01439,N. America,I850005,Combi steamer #1,1,$454.50,12/12/2022,S06,Not IC
O43089,C02650,APAC,I201258,Fire pot #1,1,$322.50,3/13/2023,S59,Intercompany
O43091,C02650,APAC,I303258,Hibachi #2,8,$223.42,3/13/2022,S59,Intercompany
O43113,C04882,N. America,I512340,Slow cooker #1,2,$971.37,9/13/2023,S09,Not IC
O43131,C02255,LATAM,I201258,Fire pot #1,2,$156.10,2/14/2023,S45,Intercompany
O43131,C02255,LATAM,I290258,Thermal immersion circulator #3,2,$152.58,2/14/2023,S45,Intercompany
O43133,C03254,LATAM,I920617,Corn roaster #2,10,$550.47,11/14/2022,S69,Not IC
O43151,C06200,N. America,I303258,Hibachi #2,1,$439.37,11/14/2022,S09,Not IC
O43151,C06200,N. America,I302610,Griddle #3,5,$111.05,11/14/2022,S09,Not IC
O43189,C00770,N. America,I350000,Kitchener range #3,1,$203.26,9/14/2022,S10,Not IC
O43213,C00768,APAC,I202330,Hibachi #3,1,$796.36,1/15/2023,S59,Intercompany
O43213,C00768,APAC,I202330,Hibachi #3,1,$206.39,1/15/2023,S59,Intercompany
O43213,C00768,APAC,I202502,Hot plate #2,1,$195.17,1/15/2023,S59,Intercompany
O43213,C00768,APAC,I240610,Roasting jack #3,10,$195.06,1/15/2023,S59,Intercompany
O43219,C00766,APAC,I293000,Butane torch #2,1,$300.40,10/15/2023,S59,Intercompany
O43219,C00766,APAC,I293617,Combi steamer #2,15,$229.06,10/15/2023,S59,Intercompany
O43219,C00766,APAC,I293336,Chorkor oven #3,1,$158.10,10/15/2023,S59,Intercompany
O43219,C00766,APAC,I293168,Chapati maker #3,1,$78.63,10/15/2023,S59,Intercompany
O43221,C01988,LATAM,I136500,Corn roaster #1,1,$783.73,2/15/2023,S78,Not IC
O43221,C01988,LATAM,I136330,Convection microwave #2,1,$441.16,2/15/2023,S78,Not IC
O43221,C01988,LATAM,I136258,Communal oven #1,1,$317.61,2/15/2023,S78,Not IC
O43235,C04945,LATAM,I302610,Griddle #3,15,$479.51,12/15/2022,S67,Not IC
O43235,C04945,LATAM,I511258,Rotimatic #1,1,$227.19,12/15/2022,S67,Not IC
O43245,C01952,EMEA,I350336,Pancake machine #3,2,$625.37,9/15/2022,S77,Intercompany
O43325,C01672,LATAM,I136258,Communal oven #1,10,$130.58,1/19/2023,S45,Intercompany
O43329,C00758,EMEA,I350000,Kitchener range #3,1,$199.08,12/19/2022,S32,Intercompany
O43329,C00758,EMEA,I350330,Oven #2,1,$138.53,12/19/2022,S32,Intercompany
O43329,C00758,EMEA,I350330,Oven #2,1,$116.91,12/19/2022,S32,Intercompany
O43331,C00757,APAC,I293336,Chorkor oven #3,1,$139.84,12/19/2022,S60,Not IC
O43335,C00757,APAC,I293000,Butane torch #2,1,$255.33,10/19/2023,S60,Not IC
O43335,C00757,APAC,I293617,Combi steamer #2,3,$221.50,10/19/2023,S60,Not IC
O43341,C06104,EMEA,I303258,Hibachi #2,1,$349.61,9/19/2023,S52,Not IC
O43345,C04882,N. America,I512608,Sous-vide cooker #3,1,$269.65,3/19/2023,S09,Not IC
O43371,C03536,APAC,I293617,Combi steamer #2,7,$530.59,11/20/2022,S60,Not IC
O43371,C03536,APAC,I293000,Butane torch #2,1,$274.88,11/20/2022,S60,Not IC
O43383,C02010,EMEA,I512340,Slow cooker #1,2,$854.47,12/20/2022,S30,Intercompany
O43383,C02010,EMEA,I202336,Hot box (appliance) #1,2,$776.83,12/20/2022,S30,Intercompany
O43383,C02010,EMEA,I512340,Slow cooker #1,3,$151.39,12/20/2022,S30,Intercompany
O43383,C02010,EMEA,I512340,Slow cooker #1,2,$105.09,12/20/2022,S30,Intercompany
O43419,C00745,N. America,I350002,Masonry oven #1,1,$274.94,10/20/2023,S09,Not IC
O43419,C00745,N. America,I350330,Oven #2,1,$166.37,10/20/2023,S09,Not IC
O43419,C00745,N. America,I350330,Oven #2,1,$116.91,10/20/2023,S09,Not IC
O43449,C00738,APAC,I950617,Hot plate #3,3,$418.42,3/21/2023,S59,Intercompany
O43449,C00738,APAC,I960000,Instant Pot #1,1,$159.40,3/21/2023,S59,Intercompany
O43451,C00737,APAC,I293000,Butane torch #2,1,$300.40,11/21/2022,S59,Intercompany
O43487,C02650,APAC,I202259,Food steamer #3,7,$489.89,12/21/2022,S59,Intercompany
O43487,C02650,APAC,I350336,Pancake machine #3,1,$402.49,12/21/2022,S59,Intercompany
O43487,C02650,APAC,I240610,Roasting jack #3,7,$74.17,12/21/2022,S59,Intercompany
O43487,C02650,APAC,I240610,Roasting jack #3,7,$72.41,12/21/2022,S59,Intercompany
O43489,C02650,APAC,I136258,Communal oven #1,11,$142.87,12/21/2022,S59,Intercompany
O43491,C02650,APAC,I303258,Hibachi #2,1,$313.76,2/21/2022,S59,Intercompany
O43491,C02650,APAC,I202330,Hibachi #3,1,$123.92,2/21/2022,S59,Intercompany
O43495,C00733,LATAM,I293000,Butane torch #2,1,$454.47,9/21/2022,S20,Not IC
O43495,C00733,LATAM,I260258,Sous-vide cooker #1,3,$134.32,9/21/2022,S20,Not IC
O43495,C00733,LATAM,I293617,Combi steamer #2,9,$102.94,9/21/2022,S20,Not IC
O43505,C05760,N. America,I134500,Chorkor oven #1,1,$532.67,3/22/2023,S21,Not IC
O43505,C05760,N. America,I134340,Chocolatera #3,1,$397.63,3/22/2023,S21,Not IC
O43505,C05760,N. America,I134330,Chapati maker #1,1,$184.22,3/22/2023,S21,Not IC
O43505,C05760,N. America,I134330,Chapati maker #1,1,$149.81,3/22/2023,S21,Not IC
O43505,C05760,N. America,I134330,Chapati maker #1,1,$73.02,3/22/2023,S21,Not IC
O43513,C03254,LATAM,I134500,Chorkor oven #1,1,$350.95,10/22/2023,S69,Not IC
O43513,C03254,LATAM,I134500,Chorkor oven #1,1,$327.58,10/22/2023,S69,Not IC
O43513,C03254,LATAM,I134500,Chorkor oven #1,1,$280.51,10/22/2023,S69,Not IC
O43513,C03254,LATAM,I134500,Chorkor oven #1,1,$280.51,10/22/2023,S69,Not IC
O43513,C03254,LATAM,I134500,Chorkor oven #1,1,$221.00,10/22/2023,S69,Not IC
O43523,C01981,EMEA,I512340,Slow cooker #1,1,$444.14,9/22/2023,S30,Intercompany
O43525,C00827,EMEA,I293336,Chorkor oven #3,1,$591.02,10/22/2023,S30,Intercompany
O43525,C00827,EMEA,I293000,Butane torch #2,1,$363.16,10/22/2023,S30,Intercompany
O43525,C00827,EMEA,I202330,Hibachi #3,1,$212.45,10/22/2023,S30,Intercompany
O43533,C08886,EMEA,I350258,Mess kit #2,1,$611.94,10/22/2022,S77,Intercompany
O43541,C00726,EMEA,I135000,Clome oven #2,1,$550.36,1/22/2023,S77,Intercompany
O43553,C00724,EMEA,I295538,Corn roaster #3,1,$115.23,11/22/2022,S30,Intercompany
O43617,C00720,APAC,I293000,Butane torch #2,1,$227.85,11/25/2022,S60,Not IC
O43621,C00718,APAC,I293000,Butane torch #2,1,$300.40,3/25/2023,S59,Intercompany
O43623,C00717,APAC,I246000,Russian oven #1,1,$369.53,9/25/2023,S60,Not IC
O43623,C00717,APAC,I293000,Butane torch #2,1,$270.44,9/25/2023,S60,Not IC
O43623,C00717,APAC,I293330,Chocolatera #2,1,$246.34,9/25/2023,S60,Not IC
O43623,C00717,APAC,I246000,Russian oven #1,1,$150.53,9/25/2023,S60,Not IC
O43629,C00714,LATAM,I246000,Russian oven #1,1,$540.71,10/25/2023,S45,Not IC
O43629,C00714,LATAM,I246000,Russian oven #1,1,$234.31,10/25/2023,S45,Not IC
O43629,C00714,LATAM,I240610,Roasting jack #3,18,$215.35,10/25/2023,S45,Not IC
O43637,C07033,EMEA,I231336,Multicooker #2,2,$112.08,3/25/2023,S27,Intercompany
O43647,C06558,N. America,I303258,Hibachi #2,3,$123.95,9/25/2023,S09,Not IC
O43647,C06558,N. America,I239318,Pressure fryer #2,10,$121.13,9/25/2023,S09,Not IC
O43661,C00708,APAC,I134500,Chorkor oven #1,1,$457.98,10/26/2022,S59,Intercompany
O43673,C00705,APAC,I293617,Combi steamer #2,5,$346.49,2/26/2023,S60,Not IC
O43673,C00705,APAC,I293000,Butane torch #2,1,$266.43,2/26/2023,S60,Not IC
O43673,C00705,APAC,I292460,Bread machine #1,1,$138.10,2/26/2023,S60,Not IC
O43685,C00703,EMEA,I134500,Chorkor oven #1,1,$457.98,9/26/2023,S30,Intercompany
O43685,C00703,EMEA,I134208,Butane torch #3,1,$402.89,9/26/2023,S30,Intercompany
O43685,C00703,EMEA,I290258,Thermal immersion circulator #3,3,$149.68,9/26/2023,S30,Intercompany
O43685,C00703,EMEA,I134330,Chapati maker #1,1,$120.44,9/26/2023,S30,Intercompany
O43727,C00701,N. America,I134500,Chorkor oven #1,1,$488.80,10/26/2023,S21,Not IC
O43727,C00701,N. America,I133336,Beehive oven #1,1,$488.46,10/26/2023,S21,Not IC
O43727,C00701,N. America,I134330,Chapati maker #1,1,$342.73,10/26/2023,S21,Not IC
O43727,C00701,N. America,I134330,Chapati maker #1,1,$308.01,10/26/2023,S21,Not IC
O43727,C00701,N. America,I134330,Chapati maker #1,1,$118.17,10/26/2023,S21,Not IC
O43727,C00701,N. America,I134330,Chapati maker #1,1,$118.17,10/26/2023,S21,Not IC
O43737,C00715,N. America,IFT4346,Rice polisher #3,1,$701.89,3/26/2023,S09,Not IC
O43737,C00715,N. America,IFT4346,Rice polisher #3,1,$226.66,3/26/2023,S09,Not IC
O43737,C00715,N. America,IFT4256,Pressure fryer #3,1,$76.86,3/26/2023,S09,Not IC
O43743,C08189,N. America,I239336,Rice cooker #1,4,$390.89,10/26/2023,S09,Not IC
O43749,C00698,LATAM,I134500,Chorkor oven #1,1,$457.98,3/27/2023,S45,Intercompany
O43749,C00698,LATAM,I133336,Beehive oven #1,1,$348.82,3/27/2023,S45,Intercompany
O43753,C00697,APAC,I350258,Mess kit #2,1,$560.72,3/27/2023,S60,Not IC
O43753,C00697,APAC,I350000,Kitchener range #3,1,$223.78,3/27/2023,S60,Not IC
O43753,C00697,APAC,I350610,Pressure cooker #3,6,$166.21,3/27/2023,S60,Not IC
O43757,C00874,LATAM,I134500,Chorkor oven #1,1,$457.98,1/27/2023,S45,Intercompany
O43757,C00874,LATAM,I133336,Beehive oven #1,1,$348.82,1/27/2023,S45,Intercompany
O43759,C00696,APAC,I246000,Russian oven #1,1,$358.73,9/27/2023,S60,Not IC
O43759,C00696,APAC,I246460,Salamander broiler #2,2,$202.74,9/27/2023,S60,Not IC
O43759,C00696,APAC,I246000,Russian oven #1,1,$146.13,9/27/2023,S60,Not IC
O43759,C00696,APAC,I240610,Roasting jack #3,10,$82.02,9/27/2023,S60,Not IC
O43765,C00695,LATAM,I962000,Microwave oven #2,1,$212.51,3/27/2023,S45,Intercompany
O43765,C00695,LATAM,I950617,Hot plate #3,1,$148.32,3/27/2023,S45,Intercompany
O43765,C00695,LATAM,I950617,Hot plate #3,1,$148.32,3/27/2023,S45,Intercompany
O43769,C04521,APAC,I240610,Roasting jack #3,25,$844.36,2/27/2023,S60,Not IC
O43769,C04521,APAC,I246000,Russian oven #1,2,$808.34,2/27/2023,S60,Not IC
O43769,C04521,APAC,I246000,Russian oven #1,1,$174.90,2/27/2023,S60,Not IC
O43773,C00693,APAC,I134500,Chorkor oven #1,1,$457.98,10/27/2023,S59,Intercompany
O43775,C00691,APAC,I246000,Russian oven #1,1,$380.40,12/27/2022,S60,Not IC
O43775,C00691,APAC,I246000,Russian oven #1,1,$157.03,12/27/2022,S60,Not IC
O43775,C00691,APAC,I246460,Salamander broiler #2,1,$111.75,12/27/2022,S60,Not IC
O43785,C07208,N. America,I920617,Corn roaster #2,10,$251.04,3/27/2023,S05,Not IC
O43793,C00688,EMEA,I136500,Corn roaster #1,1,$734.31,10/27/2023,S27,Intercompany
O43793,C00688,EMEA,I136330,Convection microwave #2,1,$395.92,10/27/2023,S27,Intercompany
O43799,C00687,N. America,I202502,Hot plate #2,1,$124.76,11/27/2022,S09,Not IC
O43801,C00685,EMEA,I136348,Convection oven #3,1,$865.87,10/27/2023,S27,Intercompany
O43811,C00683,N. America,I134500,Chorkor oven #1,1,$550.36,3/27/2023,S21,Not IC
O43811,C00683,N. America,I133336,Beehive oven #1,1,$549.91,3/27/2023,S21,Not IC
O43823,C00680,N. America,I350000,Kitchener range #3,1,$310.37,9/27/2022,S05,Not IC
O43825,C00860,APAC,I246000,Russian oven #1,1,$400.62,10/28/2023,S60,Not IC
O43825,C00860,APAC,I246000,Russian oven #1,1,$163.19,10/28/2023,S60,Not IC
O43827,C00679,APAC,I960000,Instant Pot #1,1,$150.85,11/28/2022,S60,Not IC
O43827,C00679,APAC,I302610,Griddle #3,10,$144.30,11/28/2022,S60,Not IC
O43827,C00679,APAC,I303000,Halogen oven #1,1,$106.09,11/28/2022,S60,Not IC
O43831,C01560,APAC,I246000,Russian oven #1,2,$733.58,9/28/2023,S60,Not IC
O43831,C01560,APAC,I240610,Roasting jack #3,13,$398.24,9/28/2023,S60,Not IC
O43831,C01560,APAC,I246460,Salamander broiler #2,2,$215.50,9/28/2023,S60,Not IC
O43831,C01560,APAC,I246000,Russian oven #1,1,$155.34,9/28/2023,S60,Not IC
O43847,C08271,EMEA,I240610,Roasting jack #3,13,$516.23,9/28/2023,S38,Not IC
O43847,C08271,EMEA,I133258,Barbecue grill #3,1,$191.10,9/28/2023,S38,Not IC
O43847,C08271,EMEA,I350610,Pressure cooker #3,4,$169.95,9/28/2023,S38,Not IC
O43847,C08271,EMEA,I236617,Pancake machine #1,10,$154.54,9/28/2023,S38,Not IC
O43847,C08271,EMEA,I950336,Hibachi #1,6,$152.25,9/28/2023,S38,Not IC
O43873,C00668,LATAM,I239000,Popcorn maker #3,1,$744.94,3/28/2023,S65,Not IC
O43873,C00668,LATAM,I239330,Reflector oven #3,1,$169.79,3/28/2023,S65,Not IC
O43873,C00668,LATAM,I236617,Pancake machine #1,10,$154.54,3/28/2023,S65,Not IC
O43873,C00668,LATAM,I236617,Pancake machine #1,4,$111.59,3/28/2023,S65,Not IC
O43885,C00665,EMEA,I134330,Chapati maker #1,1,$106.99,1/28/2023,S32,Intercompany
O43889,C00664,EMEA,I920617,Corn roaster #2,2,$211.18,12/28/2022,S32,Intercompany
O43889,C00664,EMEA,I920617,Corn roaster #2,2,$203.95,12/28/2022,S32,Intercompany
O43889,C00664,EMEA,I920617,Corn roaster #2,1,$106.01,12/28/2022,S32,Intercompany
O43901,C01444,N. America,I350000,Kitchener range #3,1,$273.46,9/28/2023,S10,Not IC
O43901,C01444,N. America,I350330,Oven #2,1,$124.77,9/28/2023,S10,Not IC
O43927,C00612,N. America,I134500,Chorkor oven #1,1,$457.98,1/29/2023,S09,Not IC
O43927,C00612,N. America,I134330,Chapati maker #1,1,$118.17,1/29/2023,S09,Not IC
O43933,C00659,EMEA,I293000,Butane torch #2,1,$324.55,12/29/2022,S30,Intercompany
O43939,C00658,EMEA,I201258,Fire pot #1,3,$909.76,3/29/2023,S32,Intercompany
O43939,C00658,EMEA,I300259,Deep fryer #2,5,$487.95,3/29/2023,S32,Intercompany
O43939,C00658,EMEA,I240610,Roasting jack #3,10,$195.06,3/29/2023,S32,Intercompany
O43939,C00658,EMEA,I260258,Sous-vide cooker #1,5,$155.35,3/29/2023,S32,Intercompany
O43939,C00658,EMEA,I250256,Solar cooker #3,2,$90.24,3/29/2023,S32,Intercompany
O43947,C00656,EMEA,I136500,Corn roaster #1,1,$734.31,10/29/2023,S30,Intercompany
O43947,C00656,EMEA,I134500,Chorkor oven #1,1,$457.98,10/29/2023,S30,Intercompany
O43947,C00656,EMEA,I133336,Beehive oven #1,1,$348.82,10/29/2023,S30,Intercompany
O43947,C00656,EMEA,I303000,Halogen oven #1,1,$112.31,10/29/2023,S30,Intercompany
O43951,C04945,LATAM,I302336,Flattop grill #1,1,$299.96,1/29/2023,S67,Not IC
O43951,C04945,LATAM,I238617,Panini sandwich grill #2,14,$253.84,1/29/2023,S67,Not IC
O43951,C04945,LATAM,I236617,Pancake machine #1,5,$80.33,1/29/2023,S67,Not IC
O43959,C00654,LATAM,I134500,Chorkor oven #1,1,$428.40,10/29/2023,S09,Not IC
O43959,C00654,LATAM,I133336,Beehive oven #1,1,$274.75,10/29/2023,S09,Not IC
O43977,C06493,N. America,I350002,Masonry oven #1,1,$360.73,10/29/2023,S04,Not IC
O44009,C07896,N. America,IFT4330,Reflector oven #1,1,$946.27,1/29/2023,S21,Not IC
O44017,C00881,N. America,I134500,Chorkor oven #1,2,$833.88,3/2/2023,S21,Not IC
O44017,C00881,N. America,I134500,Chorkor oven #1,1,$550.11,3/2/2023,S21,Not IC
O44017,C00881,N. America,I133336,Beehive oven #1,1,$488.46,3/2/2023,S21,Not IC
O44047,C00644,N. America,I134500,Chorkor oven #1,1,$310.84,3/2/2022,S05,Not IC
O44047,C00644,N. America,I133336,Beehive oven #1,1,$236.75,3/2/2022,S05,Not IC
O44053,C07014,N. America,I810330,Cheesemelter #3,1,$129.97,4/2/2023,S05,Not IC
O44055,C07651,N. America,I302610,Griddle #3,10,$213.64,10/2/2023,S21,Not IC
O44065,C03254,LATAM,I303000,Halogen oven #1,1,$875.47,2/3/2023,S69,Not IC
O44073,C08796,N. America,I300258,Crepe maker #1,9,$439.29,2/3/2023,S05,Not IC
O44073,C08796,N. America,I302258,Fire pot #3,6,$421.23,2/3/2023,S05,Not IC
O44083,C05576,N. America,I350258,Mess kit #2,1,$85.79,4/3/2022,S06,Not IC
O44095,C07337,N. America,I134500,Chorkor oven #1,1,$457.98,4/3/2023,S05,Not IC
O44103,C01487,N. America,I950258,Halogen oven #3,11,$129.89,2/3/2022,S09,Not IC
O44109,C07380,N. America,I512340,Slow cooker #1,2,$971.37,1/3/2023,S21,Not IC
O44109,C07380,N. America,I512340,Slow cooker #1,1,$521.99,1/3/2023,S21,Not IC
O44117,C02715,EMEA,I512340,Slow cooker #1,4,$198.63,10/4/2023,S30,Intercompany
O44117,C02715,EMEA,I512328,Sandwich toaster #2,2,$87.31,10/4/2023,S30,Intercompany
O44133,C07033,EMEA,I512608,Sous-vide cooker #3,3,$543.22,4/4/2023,S27,Intercompany
O44133,C07033,EMEA,I512340,Slow cooker #1,1,$279.91,4/4/2023,S27,Intercompany
O44133,C07033,EMEA,I512340,Slow cooker #1,4,$133.45,4/4/2023,S27,Intercompany
O44133,C07033,EMEA,I512258,Salamander broiler #1,10,$90.70,4/4/2023,S27,Intercompany
O44135,C04547,EMEA,I350258,Mess kit #2,1,$329.88,4/4/2023,S30,Intercompany
O44137,C05591,N. America,I512340,Slow cooker #1,2,$971.37,2/4/2023,S09,Not IC
O44137,C05591,N. America,I511258,Rotimatic #1,3,$805.45,2/4/2023,S09,Not IC
O44145,C00637,N. America,I350000,Kitchener range #3,1,$261.25,4/4/2022,S10,Not IC
O44155,C06005,N. America,I236617,Pancake machine #1,10,$718.75,4/4/2022,S21,Not IC
O44173,C08655,N. America,I810001,Butane torch #1,1,$137.54,12/4/2022,S05,Not IC
O44181,C06326,EMEA,I135000,Clome oven #2,1,$333.35,12/5/2022,S25,Not IC
O44193,C07709,LATAM,I920617,Corn roaster #2,4,$437.19,10/5/2023,S63,Not IC
O44193,C07709,LATAM,I920617,Corn roaster #2,4,$437.19,10/5/2023,S63,Not IC
O44193,C07709,LATAM,I920617,Corn roaster #2,4,$437.19,10/5/2023,S63,Not IC
O44247,C07878,N. America,I290258,Thermal immersion circulator #3,1,$105.81,1/6/2023,S05,Not IC
O44255,C00622,EMEA,I134500,Chorkor oven #1,1,$457.98,10/6/2023,S32,Intercompany
O44255,C00622,EMEA,I133336,Beehive oven #1,1,$348.82,10/6/2023,S32,Intercompany
O44263,C01148,EMEA,I135000,Clome oven #2,1,$550.36,12/6/2022,S77,Intercompany
O44313,C06122,LATAM,I302336,Flattop grill #1,1,$109.87,1/9/2023,S74,Not IC
O44333,C02650,APAC,I350336,Pancake machine #3,1,$558.14,10/9/2023,S59,Intercompany
O44333,C02650,APAC,I350258,Mess kit #2,6,$361.87,10/9/2023,S59,Intercompany
O44333,C02650,APAC,I350610,Pressure cooker #3,12,$348.96,10/9/2023,S59,Intercompany
O44333,C02650,APAC,I350000,Kitchener range #3,1,$266.18,10/9/2023,S59,Intercompany
O44343,C02650,APAC,I303000,Halogen oven #1,5,$513.14,3/9/2023,S59,Intercompany
O44349,C02650,APAC,I942608,Flattop grill #3,1,$102.78,4/9/2023,S59,Intercompany
O44371,C04663,LATAM,I350258,Mess kit #2,1,$681.86,10/9/2023,S32,Not IC
O44371,C04663,LATAM,I350258,Mess kit #2,6,$488.56,10/9/2023,S32,Not IC
O44371,C04663,LATAM,I270608,Soy milk maker #2,1,$262.52,10/9/2023,S32,Not IC
O44371,C04663,LATAM,I302258,Fire pot #3,3,$218.21,10/9/2023,S32,Not IC
O44371,C04663,LATAM,I350610,Pressure cooker #3,6,$202.10,10/9/2023,S32,Not IC
O44371,C04663,LATAM,I350258,Mess kit #2,2,$173.19,10/9/2023,S32,Not IC
O44371,C04663,LATAM,I350610,Pressure cooker #3,3,$105.05,10/9/2023,S32,Not IC
O44371,C04663,LATAM,I302610,Griddle #3,6,$104.95,10/9/2023,S32,Not IC
O44385,C01672,LATAM,I350258,Mess kit #2,5,$279.93,2/10/2023,S45,Intercompany
O44429,C03913,EMEA,I134500,Chorkor oven #1,1,$513.51,2/11/2023,S52,Not IC
O44431,C03254,LATAM,I950258,Halogen oven #3,10,$143.10,3/11/2023,S69,Not IC
O44433,C08784,EMEA,I135000,Clome oven #2,1,$400.59,3/11/2022,S17,Not IC
O44445,C00606,EMEA,I303258,Hibachi #2,1,$313.76,10/11/2023,S32,Intercompany
O44445,C00606,EMEA,I302610,Griddle #3,6,$250.28,10/11/2023,S32,Intercompany
O44445,C00606,EMEA,I350258,Mess kit #2,4,$246.79,10/11/2023,S32,Intercompany
O44445,C00606,EMEA,I302610,Griddle #3,6,$115.40,10/11/2023,S32,Intercompany
O44447,C00605,LATAM,I300608,Electric cooker #1,2,$268.98,1/11/2023,S50,Not IC
O44451,C00604,EMEA,I135001,Combi steamer #3,1,$550.36,10/11/2022,S31,Intercompany
O44463,C08036,N. America,I512340,Slow cooker #1,1,$504.91,4/11/2022,S09,Not IC
O44471,C04882,N. America,I512340,Slow cooker #1,2,$100.42,1/12/2023,S09,Not IC
O44473,C01672,LATAM,I136258,Communal oven #1,13,$580.64,10/12/2023,S45,Intercompany
O44487,C00598,EMEA,I134336,Cheesemelter #2,5,$100.97,4/12/2023,S77,Intercompany
O44489,C00819,EMEA,I303258,Hibachi #2,1,$313.76,11/12/2022,S77,Intercompany
O44509,C00593,LATAM,I134500,Chorkor oven #1,1,$727.39,10/12/2022,S17,Not IC
O44515,C03254,LATAM,I250256,Solar cooker #3,10,$339.86,1/13/2023,S69,Not IC
O44515,C03254,LATAM,I930258,Electric cooker #3,15,$100.52,1/13/2023,S69,Not IC
O44517,C06799,LATAM,I135000,Clome oven #2,1,$333.35,11/13/2022,S51,Not IC
O44519,C00591,LATAM,I242500,Rotimatic #2,1,$287.87,1/13/2022,S33,Not IC
O44529,C09000,EMEA,I512340,Slow cooker #1,2,$717.14,10/13/2023,S32,Intercompany
