Order-Line2,Invoiced Qty
O-01176-10000,6
O-01176-20000,5
O-01176-30000,2
O-01177-10000,1
O-01178-10000,2
O-01179-10000,2
O-01179-20000,8
O-01179-30000,1
O-01179-40000,1
O-01179-50000,1
O-01179-60000,3
O-01179-70000,1
O-01180-10000,1
O-01181-10000,1
O-01182-10000,50
O-01183-10000,20
O-01183-20000,1
O-01184-10000,1
O-01184-100000,-1
O-01184-20000,1
O-01184-30000,1
O-01184-40000,1
O-01184-50000,1
O-01184-70000,-1
O-01184-80000,-1
O-01184-90000,-1
O-01185-10000,1
O-01185-100000,-1
O-01185-110000,-1
O-01185-120000,-1
O-01185-20000,1
O-01185-30000,1
O-01185-40000,1
O-01185-50000,1
O-01185-60000,1
O-01185-80000,-1
O-01185-90000,-1
O-01187-10000,30
O-01188-10000,1
O-01188-20000,1
O-01189-10000,2
O-01189-20000,2
O-01190-10000,5
O-01190-100000,1
O-01190-110000,1
O-01190-20000,10
O-01190-30000,2
O-01190-40000,10
O-01190-50000,1
O-01190-60000,2
O-01190-70000,4
O-01190-80000,2
O-01190-90000,1
O-01191-10000,1
O-01191-20000,2
O-01191-30000,2
O-01191-40000,1
O-01191-50000,1
O-01191-60000,1
O-01192-10000,1
O-01192-20000,1
O-01192-40000,-1
O-01192-50000,-1
O-01193-10000,4
O-01194-10000,1
O-01196-10000,1
O-01196-20000,1
O-01196-30000,1
O-01198-10000,1
O-01198-20000,1
O-01198-30000,1
O-01198-40000,1
O-01198-50000,1
O-01199-10000,1
O-01200-10000,1
O-01201-10000,5
O-01202-10000,1
O-01202-20000,1
O-01203-10000,1
O-01204-10000,12
O-01204-20000,1
O-01204-30000,1
O-01206-10000,2
O-01206-20000,1
O-01206-30000,1
O-01207-10000,2
O-01209-10000,1
O-01209-20000,5
O-01209-30000,1
O-01210-10000,5
O-01210-20000,1
O-01211-10000,1
O-01211-20000,8
O-01211-30000,8
O-01211-40000,8
O-01211-50000,3
O-01211-60000,3
O-01211-70000,3
O-01211-80000,4
O-01211-90000,1
O-01212-10000,1
O-01212-20000,1
O-01212-30000,3
O-01212-40000,1
O-01212-50000,1
O-01212-60000,6
O-01212-70000,2
O-01213-10000,1
O-01213-100000,1
O-01213-110000,2
O-01213-120000,1
O-01213-130000,1
O-01213-20000,1
O-01213-30000,4
O-01213-40000,2
O-01213-50000,2
O-01213-60000,20
O-01213-70000,3
O-01213-80000,24
O-01213-90000,5
O-01214-10000,1
O-01214-20000,1
O-01214-30000,1
O-01214-40000,2
O-01215-10000,1
O-01215-100000,1
O-01215-20000,1
O-01215-30000,10
O-01215-40000,10
O-01215-50000,1
O-01215-60000,10
O-01215-70000,10
O-01215-80000,1
O-01215-90000,1
O-01216-10000,1
O-01216-100000,1
O-01216-110000,1
O-01216-120000,1
O-01216-130000,-1
O-01216-140000,-1
O-01216-150000,-1
O-01216-160000,-1
O-01216-170000,-1
O-01216-20000,2
O-01216-30000,6
O-01216-40000,24
O-01216-50000,6
O-01216-60000,6
O-01216-70000,60
O-01216-80000,18
O-01216-90000,1
O-01217-10000,4
O-01217-20000,2
O-01217-30000,1
O-01217-40000,8
O-01217-50000,1
O-01217-60000,1
O-01218-10000,1
O-01220-10000,1
O-01220-100000,-1
O-01220-110000,-1
O-01220-20000,1
O-01220-30000,1
O-01220-40000,2
O-01220-50000,1
O-01220-60000,1
O-01220-80000,-1
O-01220-90000,-1
O-01221-10000,1
O-01222-10000,1
O-01222-100000,-1
O-01222-110000,-1
O-01222-20000,1
O-01222-30000,1
O-01222-40000,2
O-01222-50000,1
O-01222-60000,1
O-01222-80000,-1
O-01222-90000,-1
O-01224-10000,25
O-01224-20000,4
O-01224-30000,1
O-01225-10000,1
O-01225-20000,1
O-01225-30000,1
O-01226-10000,21
O-01226-20000,1
O-01227-10000,8
O-01228-10000,1
O-01229-10000,3
O-01231-10000,1
O-01231-20000,1
O-01233-10000,37
O-01234-10000,3
O-01235-10000,2
O-01236-10000,10
O-01237-10000,2
O-01238-10000,2
O-01238-20000,1
O-01239-10000,2
O-01240-10000,1
O-01242-10000,1
O-01243-10000,30
O-01243-20000,1
O-01244-10000,1
O-01245-10000,1
O-01246-10000,3
O-01246-20000,3
O-01247-10000,1
O-01248-10000,1
O-01249-10000,2
O-01249-20000,1
O-01249-30000,3
O-01249-40000,1
O-01250-10000,2
O-01250-20000,2
O-01250-30000,2
O-01251-10000,2
O-01253-10000,1
O-01253-20000,2
O-01254-10000,4
O-01254-20000,4
O-01255-10000,6
O-01256-10000,15
O-01256-20000,15
O-01257-10000,1
O-01258-10000,6
O-01258-20000,2
O-01259-10000,1
O-01260-10000,1
O-01261-10000,3
O-01261-20000,1
O-01262-10000,3
O-01262-20000,3
O-01262-30000,3
O-01264-10000,3
O-01265-10000,2
O-01265-20000,1
O-01265-30000,1
O-01266-10000,1
O-01266-100000,1
O-01266-20000,3
O-01266-30000,3
O-01266-40000,1
O-01266-50000,1
O-01266-60000,5
O-01266-70000,5
O-01266-80000,12
O-01266-90000,12
O-01267-10000,3
O-01267-20000,1
O-01267-30000,1
O-01267-40000,1
O-01267-50000,1
O-01268-10000,4
O-01268-20000,4
O-01268-30000,1
O-01269-10000,5
O-01269-20000,1
O-01270-10000,5
O-01271-10000,1
O-01271-20000,1
O-01271-30000,20
O-01271-40000,6
O-01271-50000,1
O-01271-60000,1
O-01271-70000,1
O-01272-10000,2
O-01273-10000,4
O-01275-10000,1
O-01275-20000,1
O-01275-30000,1
O-01275-40000,1
O-01275-60000,-1
O-01275-70000,-1
O-01275-80000,-1
O-01276-10000,10
O-01276-20000,1
O-01277-10000,2
O-01278-10000,3
O-01278-20000,1
O-01279-10000,1
O-01279-20000,1
O-01280-10000,6
O-01280-20000,1
O-01281-10000,1
O-01281-20000,1
O-01282-10000,3
O-01282-20000,1
O-01283-10000,4
O-01283-20000,1
O-01284-10000,1
O-01284-20000,1
O-01284-30000,1
O-01286-10000,1
O-01286-100000,1
O-01286-110000,1
O-01286-130000,-1
O-01286-140000,-1
O-01286-150000,-1
O-01286-160000,-1
O-01286-20000,2
O-01286-30000,3
O-01286-40000,3
O-01286-50000,6
O-01286-60000,2
O-01286-70000,6
O-01286-80000,6
O-01286-90000,1
O-01287-10000,1
O-01287-20000,1
O-01287-30000,24
O-01287-40000,12
O-01287-50000,1
O-01287-60000,1
O-01287-70000,1
O-01288-10000,1
O-01288-20000,1
O-01289-10000,1
O-01289-100000,1
O-01289-110000,1
O-01289-120000,1
O-01289-130000,1
O-01289-140000,1
O-01289-150000,1
O-01289-160000,4
O-01289-170000,3
O-01289-180000,2
O-01289-190000,1
O-01289-20000,1
O-01289-200000,1
O-01289-210000,1
O-01289-220000,1
O-01289-230000,1
O-01289-240000,1
O-01289-30000,1
O-01289-40000,50
O-01289-50000,50
O-01289-60000,20
O-01289-70000,5
O-01289-80000,15
O-01289-90000,24
O-01290-10000,1
O-01290-20000,3
O-01290-30000,10
O-01290-40000,16
O-01290-50000,1
O-01290-60000,1
O-01290-70000,1
O-01290-80000,1
O-01291-10000,1
O-01292-10000,1
O-01292-20000,1
O-01292-30000,1
O-01293-10000,2
O-01293-20000,4
O-01293-30000,1
O-01294-10000,3
O-01294-20000,3
O-01294-30000,15
O-01294-40000,3
O-01295-10000,2
O-01295-20000,7
O-01297-10000,1
O-01298-10000,1
O-01299-10000,1
O-01299-20000,1
O-01300-10000,1
O-01300-20000,1
O-01300-30000,2
O-01300-40000,2
O-01300-50000,1
O-01300-60000,1
O-01300-70000,1
O-01301-10000,50
O-01301-100000,2
O-01301-110000,1
O-01301-120000,10
O-01301-20000,2
O-01301-30000,2
O-01301-40000,1
O-01301-50000,3
O-01301-60000,2
O-01301-70000,1
O-01301-80000,1
O-01301-90000,2
O-01302-10000,6
O-01302-20000,12
O-01302-30000,1
O-01302-40000,1
O-01303-10000,1
O-01304-10000,2
O-01304-20000,2
O-01304-30000,3
O-01304-40000,2
O-01304-50000,3
O-01305-10000,6
O-01305-100000,-1
O-01305-110000,-1
O-01305-120000,-1
O-01305-20000,6
O-01305-30000,6
O-01305-40000,54
O-01305-50000,18
O-01305-60000,18
O-01305-70000,12
O-01305-80000,6
O-01306-10000,1
O-01308-10000,12
O-01308-20000,1
O-01309-10000,1
O-01309-100000,-1
O-01309-110000,-1
O-01309-120000,-1
O-01309-130000,-1
O-01309-140000,-1
O-01309-20000,1
O-01309-30000,12
O-01309-40000,12
O-01309-50000,1
O-01309-60000,1
O-01309-70000,1
O-01309-80000,1
O-01310-10000,1
O-01310-100000,-1
O-01310-110000,-1
O-01310-120000,-1
O-01310-130000,-1
O-01310-20000,7
O-01310-30000,7
O-01310-40000,1
O-01310-50000,7
O-01310-60000,1
O-01310-70000,1
O-01310-80000,1
O-01312-10000,1
O-01312-20000,12
O-01312-30000,20
O-01312-40000,6
O-01312-50000,20
O-01312-60000,12
O-01313-10000,1
O-01314-10000,1
O-01315-10000,1
O-01316-10000,2
O-01316-20000,2
O-01316-30000,1
O-01319-10000,1
O-01319-20000,1
O-01320-10000,1
O-01320-20000,2
O-01320-30000,1
O-01320-40000,10
O-01320-50000,20
O-01320-60000,1
O-01321-10000,1
O-01321-20000,1
O-01321-30000,1
O-01322-10000,1
O-01322-20000,5
O-01322-30000,1
O-01323-10000,1
O-01323-20000,6
O-01323-30000,1
O-01324-10000,1
O-01324-20000,1
O-01325-10000,4
O-01325-20000,1
O-01326-10000,1
O-01326-20000,1
O-01326-30000,1
O-01326-40000,1
O-01326-50000,1
O-01327-10000,3
O-01327-20000,10
O-01327-30000,1
O-01328-10000,2
O-01328-20000,1
O-01328-30000,1
O-01328-40000,6
O-01328-50000,5
O-01328-60000,1
O-01328-70000,2
O-01330-10000,1
O-01332-10000,1
O-01332-100000,-1
O-01332-20000,1
O-01332-30000,3
O-01332-40000,1
O-01332-50000,1
O-01332-70000,-1
O-01332-80000,-1
O-01332-90000,-1
O-01333-10000,150
O-01333-20000,80
O-01333-30000,110
O-01333-40000,40
O-01333-50000,27
O-01334-10000,1
O-01334-20000,1
O-01335-10000,2
O-01335-20000,1
O-01335-30000,1
O-01336-10000,2
O-01337-10000,1
O-01338-10000,2
O-01339-10000,2
O-01341-10000,1
O-01342-10000,1
O-01342-20000,1
O-01343-10000,14
O-01343-20000,1
O-01344-10000,22
O-01344-20000,6
O-01344-30000,6
O-01345-10000,4
O-01345-20000,1
O-01345-30000,3
O-01346-10000,25
O-01346-20000,75
O-01347-10000,108
O-01347-20000,114
O-01347-30000,218
O-01348-10000,4
O-01348-20000,1
O-01348-30000,1
O-01348-40000,1
O-01348-50000,1
O-01348-60000,1
O-01348-70000,1
O-01349-10000,100
O-01350-10000,1
O-01350-20000,1
O-01352-10000,2
O-01352-20000,1
O-01353-10000,2
O-01353-20000,25
O-01354-10000,1
O-01355-10000,1
O-01356-10000,5
O-01356-20000,1
O-01357-10000,4
O-01357-20000,1
O-01358-10000,1
O-01358-20000,1
O-01358-30000,1
O-01359-10000,12
O-01359-20000,1
O-01360-10000,10
O-01361-10000,3
O-01361-20000,1
O-01363-10000,4
O-01364-10000,1
O-01364-20000,1
O-01364-30000,20
O-01364-40000,40
O-01364-50000,3
O-01365-10000,3
O-01365-20000,3
O-01365-30000,1
O-01366-10000,1
O-01366-20000,1
O-01367-10000,6
O-01367-20000,6
O-01367-30000,1
O-01368-10000,10
O-01369-10000,3
O-01370-10000,100
O-01370-20000,100
O-01371-10000,3
O-01372-10000,12
O-01372-20000,1
O-01374-10000,1
O-01374-20000,9
O-01374-30000,3
O-01374-40000,1
O-01374-50000,1
O-01375-10000,1
O-01375-20000,1
O-01376-10000,1
O-01377-10000,2
O-01378-10000,1
O-01379-10000,2
O-01379-20000,1
O-01380-60000,1
O-01381-10000,13
O-01382-10000,6
O-01382-20000,1
O-01383-10000,1
O-01385-10000,6
O-01385-20000,1
O-01386-10000,2
O-01387-10000,1
O-01387-20000,1
O-01388-10000,60
O-01389-10000,1
O-01389-20000,1
O-01390-10000,1
O-01390-20000,1
O-01390-30000,1
O-01390-40000,1
O-01390-60000,1
O-01391-10000,1
O-01391-20000,1
O-01392-10000,9
O-01393-10000,1
O-01394-10000,3
O-01396-10000,48
O-01396-20000,60
O-01396-30000,12
O-01396-40000,130
O-01397-10000,1
O-01398-10000,1
O-01399-10000,1
O-01400-10000,40
O-01400-20000,1
O-01401-10000,1
O-01401-20000,1
O-01402-10000,6
O-01403-10000,1
O-01403-20000,1
O-01404-10000,1
O-01405-10000,2
O-01408-10000,1
O-01408-20000,1
O-01408-30000,2
O-01408-40000,1
O-01409-10000,12
O-01410-10000,170
O-01412-10000,1
O-01412-20000,1
O-01412-30000,1
O-01412-40000,1
O-01412-50000,1
O-01412-60000,1
O-01413-10000,2
O-01413-20000,1
O-01416-10000,2
O-01418-10000,20
O-01418-20000,2
O-01418-30000,4
O-01418-40000,20
O-01418-50000,30
O-01420-10000,3
O-01420-20000,1
O-01420-30000,1
O-01422-10000,1
O-01422-100000,25
O-01422-110000,20
O-01422-120000,7
O-01422-130000,8
O-01422-140000,2
O-01422-150000,3
O-01422-20000,4
O-01422-30000,10
O-01422-40000,1
O-01422-50000,5
O-01422-60000,1
O-01422-70000,2
O-01422-80000,4
O-01422-90000,2
O-01423-10000,1
O-01423-100000,10
O-01423-110000,2
O-01423-120000,12
O-01423-130000,5
O-01423-140000,1
O-01423-150000,12
O-01423-20000,3
O-01423-30000,4
O-01423-40000,1
O-01423-50000,1
O-01423-60000,10
O-01423-70000,1
O-01423-80000,30
O-01423-90000,35
O-01424-10000,7
O-01425-10000,20
O-01425-20000,20
O-01425-30000,20
O-01425-40000,20
O-01425-50000,20
O-01426-10000,4
O-01426-20000,2
O-01427-10000,15
O-01427-100000,2
O-01427-20000,15
O-01427-30000,3
O-01427-40000,16
O-01427-50000,3
O-01427-60000,2
O-01427-70000,2
O-01427-80000,15
O-01427-90000,2
O-01429-10000,1
O-01429-20000,1
O-01430-10000,2
O-01430-100000,1
O-01430-20000,2
O-01430-30000,2
O-01430-40000,5
O-01430-50000,5
O-01430-60000,4
O-01430-70000,3
O-01430-80000,23
O-01430-90000,1
O-01431-10000,3
O-01432-10000,1
O-01433-10000,1
O-01433-20000,1
O-01434-10000,50
O-01434-20000,8
O-01434-30000,4
O-01434-40000,2
O-01434-50000,1
O-01434-70000,1
O-01435-10000,2
O-01435-20000,1
O-01436-10000,1
O-01436-20000,1
O-01436-30000,1
O-01436-40000,1
O-01437-10000,4
O-01437-20000,1
O-01440-10000,1
O-01440-20000,1
O-01440-30000,4
O-01441-10000,1
O-01442-10000,1
O-01442-20000,1
O-01443-10000,2
O-01444-10000,2
O-01445-10000,1
O-01446-10000,4
O-01446-20000,1
O-01447-10000,5
O-01447-20000,2
O-01447-30000,2
O-01447-40000,2
O-01447-50000,2
O-01447-60000,8
O-01447-70000,1
O-01448-10000,4
O-01449-10000,1
O-01451-10000,2
O-01451-20000,1
O-01452-10000,4
O-01452-20000,1
O-01453-10000,20
O-01454-10000,1
O-01454-20000,4
O-01455-10000,5
O-01455-20000,5
O-01456-10000,1
O-01457-10000,3
O-01457-20000,1
O-01458-10000,1
O-01459-10000,1
O-01462-10000,10
O-01462-20000,1
O-01463-10000,6
O-01463-20000,24
O-01463-30000,1
O-01464-10000,1
O-01464-20000,1
O-01465-10000,1
O-01466-10000,16
O-01467-10000,10
O-01468-10000,1
O-01469-10000,10
O-01470-10000,2
O-01473-10000,3
O-01473-20000,1
O-01474-10000,3
O-01474-20000,2
O-01474-30000,1
O-01475-10000,1
O-01476-10000,1
O-01477-10000,1
O-01478-10000,25
O-01478-20000,50
O-01478-30000,25
O-01478-40000,5
O-01478-50000,1
O-01479-10000,9
O-01479-20000,1
O-01480-10000,8
O-01480-20000,8
O-01481-10000,21
O-01481-20000,2
O-01482-10000,1
O-01482-100000,1
O-01482-50000,1
O-01482-60000,1
O-01482-70000,2
O-01482-80000,1
O-01484-10000,1
O-01485-10000,3
O-01485-20000,4
O-01485-30000,1
O-01486-10000,2
O-01487-10000,12
O-01487-20000,6
O-01487-30000,1
O-01488-10000,1
O-01488-20000,15
O-01489-10000,5
O-01490-10000,1
O-01491-10000,1
O-01491-20000,1
O-01492-10000,1
O-01493-10000,2
O-01493-20000,1
O-01495-10000,20
O-01495-20000,10
O-01495-30000,20
O-01495-40000,10
O-01495-50000,10
O-01495-60000,4
O-01495-70000,1
O-01496-10000,1
O-01497-10000,1
O-01498-10000,1
O-01498-20000,1
O-01499-10000,1
O-01500-10000,1
O-01500-20000,1
O-01501-10000,9
O-01502-10000,1
O-01502-20000,1
O-01502-30000,1
O-01502-40000,1
O-01503-10000,1
O-01503-20000,1
O-01504-10000,15
O-01504-20000,10
O-01506-10000,3
O-01506-20000,1
O-01507-10000,3
O-01507-20000,1
O-01508-10000,2
O-01509-10000,1
O-01509-20000,1
O-01510-10000,9
O-01511-10000,6
O-01511-20000,1
O-01512-10000,1
O-01512-20000,1
O-01513-10000,1
O-01513-20000,1
O-01514-10000,1
O-01515-10000,1
O-01515-40000,1
O-01515-60000,1
O-01515-70000,1
O-01515-80000,1
O-01517-10000,1
O-01517-20000,1
O-01518-10000,3
O-01518-20000,1
O-01519-10000,1
O-01519-20000,1
O-01520-10000,3
O-01520-20000,1
O-01521-10000,2
O-01522-10000,2
O-01522-20000,1
O-01522-30000,1
O-01522-40000,1
O-01522-50000,1
O-01522-60000,2
O-01522-70000,1
O-01522-80000,1
O-01522-90000,5
O-01523-10000,2
O-01524-10000,3
O-01524-100000,1
O-01524-110000,4
O-01524-120000,4
O-01524-130000,6
O-01524-140000,1
O-01524-20000,1
O-01524-30000,36
O-01524-40000,18
O-01524-50000,60
O-01524-60000,10
O-01524-70000,3
O-01524-80000,20
O-01524-90000,18
O-01525-10000,2
O-01526-10000,1
O-01526-20000,1
O-01526-30000,1
O-01526-40000,1
O-01526-50000,1
O-01528-10000,1
O-01529-10000,6
O-01531-10000,1
O-01531-20000,1
O-01532-10000,1
O-01533-10000,1
O-01533-20000,1
O-01533-40000,-1
O-01533-50000,-1
O-01534-10000,3
O-01535-10000,1
O-01535-20000,1
O-01535-30000,1
O-01535-40000,1
O-01535-50000,2
O-01535-70000,1
O-01535-90000,10
O-01536-10000,1
O-01537-10000,3
O-01539-10000,2
O-01540-10000,20
O-01541-10000,1
O-01541-20000,1
O-01543-10000,1
O-01543-20000,1
O-01544-10000,1
O-01544-20000,1
O-01544-30000,1
O-01544-40000,1
O-01544-50000,1
O-01544-60000,1
O-01544-70000,6
O-01545-10000,8
O-01545-20000,1
O-01546-10000,3
O-01546-20000,1
O-01546-30000,3
O-01546-40000,10
O-01546-50000,1
O-01547-10000,1
O-01548-10000,1
O-01548-20000,2
O-01548-30000,5
O-01548-40000,5
O-01548-50000,1
O-01548-60000,1
O-01548-70000,2
O-01548-80000,50
O-01550-10000,2
O-01550-20000,2
O-01551-10000,2
O-01551-110000,1
O-01551-130000,1
O-01551-150000,1
O-01551-20000,1
O-01551-30000,6
O-01551-40000,2
O-01551-50000,1
O-01551-60000,8
O-01551-70000,1
O-01551-90000,1
O-01552-10000,3
O-01553-10000,3
O-01553-20000,1
O-01554-10000,1
O-01556-10000,10
O-01556-20000,10
O-01557-10000,10
O-01558-10000,1
O-01558-20000,1
O-01562-10000,20
O-01562-20000,1
O-01562-30000,1
O-01563-10000,1
O-01563-20000,1
O-01563-30000,1
O-01563-40000,1
O-01564-10000,3
O-01564-20000,1
O-01565-10000,1
O-01566-10000,15
O-01567-10000,1
O-01567-20000,1
O-01567-30000,1
O-01567-40000,1
O-01567-50000,1
O-01567-60000,1
O-01567-90000,1
O-01568-10000,10
O-01568-20000,1
O-01569-10000,2
O-01570-10000,3
O-01572-10000,5
O-01573-10000,2
O-01574-10000,3
O-01575-10000,1
O-01575-20000,1
O-01576-10000,1
O-01576-20000,1
O-01576-30000,1
O-01576-40000,1
O-01577-10000,3
O-01577-20000,3
O-01578-10000,5
O-01579-10000,1
O-01579-20000,1
O-01579-30000,1
O-01580-10000,1
O-01581-10000,6
O-01583-10000,4
O-01584-10000,2
O-01585-10000,60
O-01586-10000,8
O-01587-10000,1
O-01588-10000,2
O-01588-20000,1
O-01588-30000,1
O-01588-50000,1
O-01589-10000,1
O-01589-20000,1
O-01589-30000,1
O-01590-10000,4
O-01591-10000,10
O-01591-20000,1
O-01592-10000,12
O-01592-20000,6
O-01592-30000,12
O-01594-10000,3
O-01594-20000,3
O-01594-30000,1
O-01595-10000,5
O-01595-20000,1
O-01596-10000,3
O-01596-20000,1
O-01597-10000,1
O-01598-10000,1
O-01599-10000,6
O-01600-10000,10
O-01601-10000,10
O-01601-20000,10
O-01601-30000,10
O-01601-40000,10
O-01601-50000,10
O-01601-60000,20
O-01601-70000,1
O-01602-10000,4
O-01602-20000,1
O-01603-10000,2
O-01603-20000,2
O-01605-10000,5
O-01605-20000,1
O-01606-10000,6
O-01606-20000,6
O-01606-30000,1
O-01607-10000,2
O-01607-20000,1
O-01607-30000,1
O-01608-10000,3
O-01609-10000,1
O-01610-10000,1
O-01611-10000,1
O-01612-10000,1
O-01613-10000,3
O-01613-20000,1
O-01614-10000,12
O-01614-20000,1
O-01616-10000,1
O-01616-20000,1
O-01617-10000,7
O-01618-10000,10
O-01618-20000,1
O-01619-10000,1
O-01619-20000,1
O-01620-10000,16
O-01620-30000,30
O-01620-40000,30
O-01620-50000,1
O-01621-10000,5
O-01621-20000,7
O-01622-10000,1
O-01623-10000,1
O-01623-20000,2
O-01624-10000,5
O-01624-20000,100
O-01624-30000,10
O-01625-10000,6
O-01627-10000,6
O-01628-10000,3
O-01628-20000,3
O-01629-10000,2
O-01630-10000,24
O-01631-10000,6
O-01632-10000,1
O-01633-10000,4
O-01633-20000,4
O-01633-30000,2
O-01633-40000,2
O-01633-50000,4
O-01633-60000,4
O-01633-70000,2
O-01633-80000,2
O-01633-90000,1
O-01634-10000,1
O-01635-10000,20
O-01635-20000,3
O-01635-30000,1
O-01635-40000,20
O-01635-50000,10
O-01636-10000,8
O-01636-100000,15
O-01636-110000,2
O-01636-120000,16
O-01636-130000,34
O-01636-140000,7
O-01636-150000,2
O-01636-160000,2
O-01636-170000,1
O-01636-180000,5
O-01636-190000,1
O-01636-20000,32
O-01636-200000,3
O-01636-210000,10
O-01636-220000,1
O-01636-230000,6
O-01636-240000,1
O-01636-250000,1
O-01636-260000,7
O-01636-270000,20
O-01636-280000,16
O-01636-290000,2
O-01636-30000,1
O-01636-300000,2
O-01636-310000,2
O-01636-320000,1
O-01636-330000,1
O-01636-340000,5
O-01636-350000,4
O-01636-360000,1
O-01636-40000,2
O-01636-50000,1
O-01636-60000,1
O-01636-70000,1
O-01636-80000,24
O-01636-90000,60
O-01638-10000,5
O-01638-20000,1
O-01639-10000,6
O-01639-20000,3
O-01640-10000,9
O-01640-20000,1
O-01641-10000,2
O-01642-10000,2
O-01643-10000,1
O-01643-20000,1
O-01645-10000,4
O-01646-10000,5
O-01647-10000,7
O-01647-20000,7
O-01647-30000,7
O-01650-10000,1
O-01650-30000,1
O-01651-10000,3
O-01651-20000,3
O-01651-30000,3
O-01651-40000,3
O-01652-10000,3
O-01652-20000,1
O-01653-10000,2
O-01653-20000,2
O-01654-10000,1
O-01654-20000,1
O-01655-10000,12
O-01655-20000,1
O-01656-10000,1
O-01656-20000,1
O-01657-10000,4
O-01657-20000,1
O-01660-10000,15
O-01660-20000,2
O-01660-30000,1
O-01661-10000,1
O-01661-20000,1
O-01662-10000,1
O-01662-20000,1
O-01663-10000,1
O-01663-20000,1
O-01664-10000,1
O-01665-10000,3
O-01665-20000,1
O-01666-10000,20
O-01667-10000,5
O-01668-10000,5
O-01668-20000,1
O-01669-10000,1
O-01669-100000,-1
O-01669-110000,-1
O-01669-120000,-1
O-01669-130000,-1
O-01669-140000,-1
O-01669-20000,1
O-01669-30000,1
O-01669-40000,10
O-01669-50000,1
O-01669-60000,1
O-01669-70000,1
O-01669-90000,-1
O-01671-10000,1
O-01672-10000,20
O-01672-100000,1
O-01672-110000,1
O-01672-120000,1
O-01672-20000,14
O-01672-30000,1
O-01672-40000,5
O-01672-50000,5
O-01672-60000,1
O-01672-70000,2
O-01672-80000,9
O-01672-90000,7
O-01673-10000,1
O-01673-100000,-1
O-01673-110000,-1
O-01673-120000,-1
O-01673-130000,-1
O-01673-140000,-1
O-01673-20000,1
O-01673-30000,1
O-01673-40000,10
O-01673-50000,10
O-01673-60000,1
O-01673-70000,1
O-01673-80000,1
O-01674-10000,1
O-01674-20000,1
O-01675-10000,8
O-01675-20000,8
O-01675-30000,1
O-01676-10000,10
O-01676-20000,2
O-01676-30000,2
O-01677-10000,2
O-01677-20000,1
O-01678-10000,3
O-01679-10000,4
O-01679-20000,4
O-01679-30000,6
O-01679-40000,3
O-01679-50000,6
O-01679-60000,1
O-01679-80000,1
O-01680-10000,1
O-01680-20000,2
O-01680-30000,1
O-01680-40000,1
O-01680-50000,1
O-01680-60000,1
O-01680-70000,1
O-01680-80000,1
O-01680-90000,1
O-01682-10000,20
O-01682-20000,1
O-01683-10000,3
O-01683-20000,2
O-01683-30000,2
O-01683-40000,12
O-01683-50000,12
O-01683-60000,12
O-01683-70000,1
O-01684-10000,1
O-01685-10000,1
O-01686-10000,2
O-01686-20000,4
O-01687-10000,3
O-01689-10000,4
O-01689-20000,16
O-01690-10000,1
O-01691-10000,2
O-01693-10000,1
O-01694-10000,2
O-01694-20000,2
O-01694-30000,2
O-01694-40000,1
O-01695-10000,3
O-01695-20000,2
O-01695-30000,8
O-01695-40000,1
O-01695-50000,1
O-01695-70000,-1
O-01695-80000,-1
O-01695-90000,-1
O-01696-10000,10
O-01696-20000,4
O-01696-30000,5
O-01696-40000,2
O-01696-50000,1
O-01697-10000,30
O-01697-20000,1
O-01698-10000,1
O-01698-100000,1
O-01698-20000,1
O-01698-30000,2
O-01698-40000,10
O-01698-50000,5
O-01698-60000,1
O-01698-70000,1
O-01698-80000,1
O-01698-90000,1
O-01699-10000,2
O-01699-20000,5
O-01700-10000,1
O-01701-10000,1
O-01702-10000,1
O-01702-100000,1
O-01702-110000,1
O-01702-120000,1
O-01702-130000,1
O-01702-20000,3
O-01702-30000,3
O-01702-40000,3
O-01702-50000,1
O-01702-60000,10
O-01702-70000,10
O-01702-80000,1
O-01702-90000,1
O-01704-10000,5
O-01704-20000,10
O-01704-30000,60
O-01704-40000,30
O-01705-10000,1
O-01705-20000,10
O-01706-10000,4
O-01706-20000,1
O-01708-10000,1
O-01708-20000,4
O-01708-30000,1
O-01708-40000,1
O-01708-50000,1
O-01708-60000,1
O-01709-10000,1
O-01710-10000,9
O-01710-20000,3
O-01711-10000,40
O-01712-10000,1
O-01713-10000,1
O-01713-20000,1
O-01713-30000,1
O-01715-10000,2
O-01715-20000,1
O-01716-10000,2
O-01716-20000,1
O-01717-20000,1
O-01717-30000,1
O-01718-10000,1
O-01719-10000,1
O-01719-100000,1
O-01719-110000,1
O-01719-120000,1
O-01719-130000,4
O-01719-140000,1
O-01719-150000,1
O-01719-160000,1
O-01719-170000,1
O-01719-180000,1
O-01719-190000,1
O-01719-20000,1
O-01719-200000,1
O-01719-210000,1
O-01719-220000,1
O-01719-230000,1
O-01719-240000,1
O-01719-250000,1
O-01719-260000,1
O-01719-270000,1
O-01719-30000,1
O-01719-40000,1
O-01719-50000,1
O-01719-60000,1
O-01719-70000,1
O-01719-80000,1
O-01719-90000,1
O-01720-10000,1
O-01720-20000,1
O-01721-10000,1
O-01722-10000,1
O-01723-10000,1
O-01726-10000,3
O-01726-20000,3
O-01727-10000,5
O-01727-20000,5
O-01727-30000,5
O-01728-10000,12
O-01728-20000,1
O-01729-10000,4
O-01730-10000,2
O-01730-20000,1
O-01731-10000,3
O-01731-20000,1
