Order Number,Country Code,Country,Region,Item Number,Sales Qty,Sales Amount,Order Date,Order Week,Intercompany,Prod Segment,Product Code,Product Line,Invoice Number,Invoice Posting Date,Instrument Count
O-03024,HR,Croatia,Europe,C0361,3,$53,3/20/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03024,4/9/2024,0
O-03024,HR,Croatia,Europe,C2125,3,$193,3/20/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03024,4/9/2024,0
O-02191,CA,Canada,ROW,B0525,3,$46,2/16/2024,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02191,3/25/2024,0
O-02191,CA,Canada,ROW,B1333,3,$531,2/16/2024,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02191,3/25/2024,0
O-02191,CA,Canada,ROW,B0525,3,$178,2/16/2024,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02191,3/25/2024,0
O-02293,HU,Hungary,Europe,C5025,3,"$3,184",2/20/2024,8,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02293,3/25/2024,0
O-02566,US,USA,N. America,C2125,3,$234,5/9/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02566,5/9/2024,0
O-03339,TH,Thailand,ROW,C2225,3,$263,3/29/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03339,4/3/2024,0
O-03118,PR,Puerto Rico,ROW,C2032,3,$243,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03118,4/9/2024,0
O-03478,EE,Estonia,Europe,C6425,3,$186,4/5/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03478,4/11/2024,0
O-02941,US,USA,N. America,A3025,3,$5,9/4/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02941,9/4/2024,0
O-02941,US,USA,N. America,C0261,3,$174,9/4/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02941,9/4/2024,0
O-02941,US,USA,N. America,C0161,3,$15,9/4/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02941,9/4/2024,0
O-02586,US,USA,N. America,A4627,3,$8,5/20/2024,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02586,5/20/2024,0
O-02586,US,USA,N. America,C0261,3,$116,5/20/2024,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02586,5/20/2024,0
O-02586,US,USA,N. America,C0525,3,$325,5/20/2024,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02586,5/20/2024,0
O-02586,US,USA,N. America,A2225,3,$2,5/20/2024,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02586,5/20/2024,0
O-02586,US,USA,N. America,C2125,3,$110,5/20/2024,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02586,5/20/2024,0
O-02586,US,USA,N. America,A0454,3,$7,5/20/2024,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02586,5/20/2024,0
O-03476,HU,Hungary,Europe,A0454,3,$30,4/5/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03476,4/16/2024,0
O-03736,CZ,Czechia,Europe,C9025,3,$137,4/17/2024,16,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03736,4/23/2024,0
O-03265,AU,Australia,ROW,C2425,3,$199,3/28/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03265,4/23/2024,0
O-02872,US,USA,N. America,C0161,3,$38,9/14/2024,37,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02872,9/14/2024,0
O-03967,AU,Australia,ROW,A4627,3,$22,4/26/2024,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03967,4/30/2024,0
O-04277,HU,Hungary,Europe,A1616,3,$757,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04277,8/1/2024,0
O-04277,HU,Hungary,Europe,A5816,3,$544,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04277,8/1/2024,0
O-04020,ZA,South Africa,ROW,A8227,3,$109,4/30/2024,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04020,5/30/2024,0
O-04020,ZA,South Africa,ROW,A9725,3,$24,4/30/2024,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04020,5/30/2024,0
O-04803,SE,Sweden,Europe,C2225,3,$155,7/31/2024,31,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04803,7/31/2024,0
O-04803,SE,Sweden,Europe,C0561,3,$320,7/31/2024,31,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04803,7/31/2024,0
O-02894,US,USA,N. America,A3328,3,$1,8/21/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02894,8/21/2024,0
O-02894,US,USA,N. America,C1725,3,$4,8/21/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02894,8/21/2024,0
O-03348,TR,Turkey,ROW,A7925,3,$14,3/29/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03348,6/7/2024,0
O-03348,TR,Turkey,ROW,C9025,3,$229,3/29/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03348,6/7/2024,0
O-03348,TR,Turkey,ROW,C0361,3,$10,3/29/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03348,6/7/2024,0
O-03348,TR,Turkey,ROW,A6525,3,$45,3/29/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03348,6/7/2024,0
O-05106,ES,Spain,Europe,A0454,3,$40,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05106,8/22/2024,0
O-04652,IT,Italy,Europe,C3225,3,$515,5/28/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04652,6/24/2024,0
O-05001,ZA,South Africa,ROW,C0361,3,$15,7/31/2024,31,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05001,7/31/2024,0
O-03472,JP,Japan,ROW,B1333,3,$572,4/5/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03472,6/27/2024,0
O-04285,TR,Turkey,ROW,C0161,3,$106,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04285,7/10/2024,0
O-04446,KZ,Kazakhstan,ROW,A2225,3,$3,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04446,6/28/2024,0
O-04446,KZ,Kazakhstan,ROW,A2227,3,$77,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04446,6/28/2024,0
O-05727,JP,Japan,ROW,C0161,3,$108,7/8/2024,28,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05727,7/10/2024,0
O-05678,TH,Thailand,ROW,C6425,3,$496,7/3/2024,27,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05678,7/16/2024,0
O-05868,JP,Japan,ROW,C0063,3,$225,7/12/2024,28,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05868,7/16/2024,0
O-05868,JP,Japan,ROW,A3116,3,$390,7/12/2024,28,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05868,7/16/2024,0
O-04330,TW,Taiwan,ROW,C9025,3,$107,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04330,7/17/2024,0
O-03405,IN,India,ROW,A3025,3,$13,4/3/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03405,9/13/2024,0
O-03405,IN,India,ROW,A7125,3,$3,4/3/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03405,9/13/2024,0
O-04868,IN,India,ROW,A4025,3,$33,7/31/2024,31,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04868,7/31/2024,0
O-04895,IN,India,ROW,C0361,3,$197,7/31/2024,31,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04895,9/13/2024,0
O-05866,AU,Australia,ROW,A4627,3,$21,7/12/2024,28,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05866,7/30/2024,0
O-05612,PL,Poland,Europe,C1561,3,$150,6/28/2024,26,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05612,7/31/2024,0
O-06291,IT,Italy,Europe,C6425,3,$496,7/31/2024,31,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06291,7/31/2024,0
O-06006,ZA,South Africa,ROW,A4627,3,$6,7/19/2024,29,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06006,8/2/2024,0
O-06385,AU,Australia,ROW,A5325,3,$22,8/5/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06385,8/6/2024,0
O-06739,TH,Thailand,ROW,C6425,3,$124,8/20/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06739,8/21/2024,0
O-06732,AU,Australia,ROW,A6525,3,$180,8/20/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06732,8/22/2024,0
O-06570,NO,Norway,Europe,A0925,3,$1,8/14/2024,33,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06570,9/3/2024,0
O-05149,TR,Turkey,ROW,B0233,3,$474,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05149,9/4/2024,0
O-05149,TR,Turkey,ROW,A0954,3,$22,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05149,9/4/2024,0
O-05149,TR,Turkey,ROW,B1025,3,$55,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05149,9/4/2024,0
O-05149,TR,Turkey,ROW,A2225,3,$3,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05149,9/4/2024,0
O-05149,TR,Turkey,ROW,A4627,3,$7,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05149,9/4/2024,0
O-07280,ES,Spain,Europe,A0454,3,$44,9/12/2024,37,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07280,9/13/2024,0
O-07131,NO,Norway,Europe,C0261,3,$874,9/6/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07131,9/20/2024,0
O-07326,TR,Turkey,ROW,C1225,3,$456,9/13/2024,37,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07326,9/25/2024,0
O-07504,HU,Hungary,Europe,B0225,3,$213,9/20/2024,38,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07504,10/7/2024,0
O-07504,HU,Hungary,Europe,C2225,3,$492,9/20/2024,38,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07504,10/7/2024,0
O-07161,SG,Singapore,ROW,C9025,3,$214,9/9/2024,37,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07161,10/9/2024,0
O-07909,SE,Sweden,Europe,C1661,3,$97,10/7/2024,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07909,10/9/2024,0
O-07810,AU,Australia,ROW,C2125,3,$114,10/2/2024,40,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07810,10/15/2024,0
O-09956,PL,Poland,Europe,A3316,2,$504,1/24/2024,4,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09956,4/10/2024,0
O-02293,HU,Hungary,Europe,C2125,2,$22,2/20/2024,8,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02293,3/25/2024,0
O-02293,HU,Hungary,Europe,C2425,2,$96,2/20/2024,8,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02293,3/25/2024,0
O-10164,FI,Finland,Europe,A6316,2,$6,2/1/2024,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-10164,2/15/2024,0
O-10164,FI,Finland,Europe,C0131,2,$70,2/1/2024,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-10164,2/15/2024,0
O-10219,ES,Spain,Europe,C0361,2,$65,2/5/2024,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-10219,3/21/2024,0
O-03024,HR,Croatia,Europe,C0032,2,$12,3/20/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03024,4/9/2024,0
O-02566,US,USA,N. America,A4825,2,$0,5/9/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02566,5/9/2024,0
O-02566,US,USA,N. America,C0032,2,$5,5/9/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02566,5/9/2024,0
O-02566,US,USA,N. America,A0454,2,$16,5/9/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02566,5/9/2024,0
O-03509,SE,Sweden,Europe,C2032,2,$405,8/21/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03509,8/21/2024,0
O-03238,ES,Spain,Europe,C0116,2,$58,3/27/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03238,4/15/2024,0
O-03476,HU,Hungary,Europe,C0231,2,$70,4/5/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03476,4/16/2024,0
O-03476,HU,Hungary,Europe,C0231,2,$24,4/5/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03476,4/16/2024,0
O-03736,CZ,Czechia,Europe,C0325,2,$126,4/17/2024,16,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03736,4/23/2024,0
O-03447,NO,Norway,Europe,A6432,2,$56,4/4/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03447,4/23/2024,0
O-03909,ES,Spain,Europe,C9625,2,$14,4/24/2024,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03909,4/30/2024,0
O-03948,ES,Spain,Europe,C1561,2,$175,4/25/2024,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03948,4/30/2024,0
O-04306,ES,Spain,Europe,C0761,2,$245,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04306,5/31/2024,0
O-04637,FI,Finland,Europe,A0454,2,$21,6/30/2024,26,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04637,6/30/2024,0
O-05058,SE,Sweden,Europe,C2225,2,$155,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05058,8/22/2024,0
O-04652,IT,Italy,Europe,C0261,2,$65,5/28/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04652,6/24/2024,0
O-04652,IT,Italy,Europe,C0361,2,$28,5/28/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04652,6/24/2024,0
O-04370,PL,Poland,Europe,C2325,2,$132,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04370,7/16/2024,0
O-05612,PL,Poland,Europe,C0361,2,$751,6/28/2024,26,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05612,7/31/2024,0
O-06037,HR,Croatia,Europe,C2032,2,$203,7/22/2024,30,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06037,8/12/2024,0
O-06037,HR,Croatia,Europe,A6461,2,$796,7/22/2024,30,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06037,8/12/2024,0
O-06469,FI,Finland,Europe,C2225,2,$132,8/8/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06469,8/15/2024,0
O-06516,HU,Hungary,Europe,C0325,2,$201,8/12/2024,33,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06516,8/15/2024,0
O-05348,HR,Croatia,Europe,C2032,2,$263,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05348,9/30/2024,0
O-05348,HR,Croatia,Europe,C5325,2,$22,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05348,9/30/2024,0
O-06570,NO,Norway,Europe,A7925,2,$9,8/14/2024,33,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06570,9/3/2024,0
O-06570,NO,Norway,Europe,A4625,2,$8,8/14/2024,33,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06570,9/3/2024,0
O-06570,NO,Norway,Europe,A3116,2,$123,8/14/2024,33,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06570,9/3/2024,0
O-07360,ES,Spain,Europe,C1461,2,$701,9/16/2024,38,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07360,9/20/2024,0
O-07131,NO,Norway,Europe,A5816,2,"$1,028",9/6/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07131,9/20/2024,0
O-07131,NO,Norway,Europe,C2125,2,$18,9/6/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07131,9/20/2024,0
O-07131,NO,Norway,Europe,C0209,2,$32,9/6/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07131,9/20/2024,0
O-07131,NO,Norway,Europe,C0154,2,$30,9/6/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07131,9/20/2024,0
O-07628,ES,Spain,Europe,A5816,2,$181,9/25/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07628,9/27/2024,0
O-06849,IE,Ireland,Europe,B0834,2,"$1,125",8/23/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06849,10/10/2024,0
O-06907,PL,Poland,Europe,C0027,2,$306,8/27/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06907,10/15/2024,0
O-06907,PL,Poland,Europe,C0261,2,$200,8/27/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06907,10/15/2024,0
O-06907,PL,Poland,Europe,A9725,2,$5,8/27/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06907,10/15/2024,0
O-09903,TR,Turkey,ROW,A4227,2,$15,1/22/2024,4,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09903,6/7/2024,0
O-09903,TR,Turkey,ROW,A0454,2,$23,1/22/2024,4,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09903,6/7/2024,0
O-09903,TR,Turkey,ROW,A0454,2,$6,1/22/2024,4,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09903,6/7/2024,0
O-02192,AU,Australia,ROW,A0454,2,$31,2/16/2024,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02192,2/22/2024,0
O-02028,JP,Japan,ROW,C0063,2,$79,2/9/2024,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02028,2/13/2024,0
O-02409,AU,Australia,ROW,C0261,2,$280,4/3/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02409,4/3/2024,0
O-09585,TR,Turkey,ROW,A4027,2,$259,1/2/2024,1,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09585,3/21/2024,0
O-10183,SG,Singapore,ROW,A0454,2,$3,2/2/2024,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-10183,2/6/2024,0
O-10183,SG,Singapore,ROW,A0954,2,$14,2/2/2024,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-10183,2/6/2024,0
O-09807,TH,Thailand,ROW,A6525,2,$90,1/17/2024,3,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09807,1/26/2024,0
O-02372,US,USA,N. America,C0161,2,$18,2/26/2024,9,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02372,2/28/2024,0
O-02327,JP,Japan,ROW,A6316,2,$22,2/22/2024,8,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02327,2/27/2024,0
O-09831,AU,Australia,ROW,B0133,2,$84,1/18/2024,3,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09831,1/24/2024,0
O-02365,ZA,South Africa,ROW,A0454,2,$3,6/12/2024,24,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02365,6/12/2024,0
O-09903,TR,Turkey,ROW,A3016,2,$112,1/22/2024,4,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09903,6/7/2024,0
O-03368,AU,Australia,ROW,C0261,2,$314,4/2/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03368,4/3/2024,0
O-03320,JP,Japan,ROW,C1061,2,$596,3/29/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03320,4/11/2024,0
O-02941,US,USA,N. America,C1162,2,$15,9/4/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02941,9/4/2024,0
O-02941,US,USA,N. America,C1162,2,$11,9/4/2024,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02941,9/4/2024,0
O-02586,US,USA,N. America,A3025,2,$2,5/20/2024,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02586,5/20/2024,0
O-02586,US,USA,N. America,A2116,2,$310,5/20/2024,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02586,5/20/2024,0
O-02586,US,USA,N. America,C2032,2,$405,5/20/2024,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02586,5/20/2024,0
O-09802,IN,India,ROW,C0153,2,$44,1/17/2024,3,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09802,4/12/2024,0
O-09802,IN,India,ROW,A6461,2,$558,1/17/2024,3,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09802,4/12/2024,0
O-10191,JP,Japan,ROW,B0325,2,"$1,548",2/2/2024,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-10191,4/17/2024,0
O-03158,KZ,Kazakhstan,ROW,B0525,2,$119,3/25/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03158,6/28/2024,0
O-03159,KZ,Kazakhstan,ROW,A1925,2,$8,3/25/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03159,4/30/2024,0
O-03531,PE,Peru,ROW,A3016,2,$24,4/9/2024,15,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03531,4/19/2024,0
O-03265,AU,Australia,ROW,A7525,2,$228,3/28/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03265,4/23/2024,0
O-03265,AU,Australia,ROW,A6432,2,$30,3/28/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03265,4/23/2024,0
O-03265,AU,Australia,ROW,C0232,2,$319,3/28/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03265,4/23/2024,0
O-03265,AU,Australia,ROW,A5325,2,$16,3/28/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03265,4/23/2024,0
O-03159,KZ,Kazakhstan,ROW,B0525,2,$64,3/25/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03159,4/30/2024,0
O-03469,AU,Australia,ROW,C0261,2,$160,4/5/2024,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03469,7/18/2024,0
O-02746,TR,Turkey,ROW,A4227,2,$3,8/21/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02746,8/21/2024,0
O-02746,TR,Turkey,ROW,A4027,2,$278,8/21/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02746,8/21/2024,0
O-02746,TR,Turkey,ROW,A4227,2,$5,8/21/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02746,8/21/2024,0
O-02925,IN,India,ROW,B0925,2,$208,3/15/2024,11,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02925,5/29/2024,0
O-04396,TH,Thailand,ROW,A3016,2,$112,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04396,5/31/2024,0
O-04396,TH,Thailand,ROW,C0116,2,$187,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04396,5/31/2024,0
O-04396,TH,Thailand,ROW,A1116,2,$19,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04396,5/31/2024,0
O-04020,ZA,South Africa,ROW,C9025,2,$35,4/30/2024,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04020,5/30/2024,0
O-04020,ZA,South Africa,ROW,A6432,2,$7,4/30/2024,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04020,5/30/2024,0
O-04020,ZA,South Africa,ROW,C4925,2,$32,4/30/2024,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04020,5/30/2024,0
O-04433,ZA,South Africa,ROW,C4925,2,$36,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04433,5/31/2024,0
O-04433,ZA,South Africa,ROW,C9025,2,$41,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04433,5/31/2024,0
O-02894,US,USA,N. America,A0454,2,$3,8/21/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02894,8/21/2024,0
