no,description,standardCost,qtyonPurchOrder,qtyonSalesOrder,replenishmentSystem,itemCategoryCode,Qty_onServiceOrder,c011_Consumable,qtyonProdOrder,qtyonComponentLines
X4461,Class X #4461,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4462,Class X #4462,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4463,Class X #4463,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4464,Class X #4464,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4466,Class X #4466,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4467,Class X #4467,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4469,Class X #4469,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4470,Class X #4470,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4471,Class X #4471,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4472,Class X #4472,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4473,Class X #4473,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4474,Class X #4474,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4475,Class X #4475,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4476,Class X #4476,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4477,Class X #4477,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4478,Class X #4478,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4480,Class X #4480,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4481,Class X #4481,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4482,Class X #4482,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4483,Class X #4483,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4484,Class X #4484,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4485,Class X #4485,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4486,Class X #4486,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4487,Class X #4487,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4488,Class X #4488,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4489,Class X #4489,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4490,Class X #4490,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4491,Class X #4491,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4492,Class X #4492,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4493,Class X #4493,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4494,Class X #4494,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4495,Class X #4495,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4496,Class X #4496,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4497,Class X #4497,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4500,Class X #4500,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4501,Class X #4501,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4502,Class X #4502,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4503,Class X #4503,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4504,Class X #4504,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4505,Class X #4505,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4506,Class X #4506,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4508,Class X #4508,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4509,Class X #4509,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4510,Class X #4510,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4511,Class X #4511,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4514,Class X #4514,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4515,Class X #4515,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4516,Class X #4516,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4517,Class X #4517,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4518,Class X #4518,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4519,Class X #4519,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4520,Class X #4520,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4521,Class X #4521,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4522,Class X #4522,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4523,Class X #4523,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4524,Class X #4524,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4526,Class X #4526,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4527,Class X #4527,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4528,Class X #4528,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4529,Class X #4529,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4530,Class X #4530,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4531,Class X #4531,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4532,Class X #4532,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4533,Class X #4533,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4534,Class X #4534,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4535,Class X #4535,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4536,Class X #4536,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4537,Class X #4537,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4539,Class X #4539,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4540,Class X #4540,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4541,Class X #4541,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4543,Class X #4543,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4544,Class X #4544,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4545,Class X #4545,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4546,Class X #4546,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4547,Class X #4547,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4548,Class X #4548,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4549,Class X #4549,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4551,Class X #4551,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4552,Class X #4552,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4553,Class X #4553,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4554,Class X #4554,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4555,Class X #4555,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4556,Class X #4556,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4557,Class X #4557,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4558,Class X #4558,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4559,Class X #4559,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4560,Class X #4560,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4561,Class X #4561,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4562,Class X #4562,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4563,Class X #4563,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4564,Class X #4564,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4565,Class X #4565,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4566,Class X #4566,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4567,Class X #4567,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4568,Class X #4568,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4569,Class X #4569,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4570,Class X #4570,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4571,Class X #4571,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4572,Class X #4572,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4573,Class X #4573,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4574,Class X #4574,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4575,Class X #4575,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4576,Class X #4576,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4577,Class X #4577,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4578,Class X #4578,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4579,Class X #4579,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4580,Class X #4580,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4581,Class X #4581,0,0,2,Prod. Order,XXX,0,FALSE,0,0
X4582,Class X #4582,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4584,Class X #4584,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4585,Class X #4585,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4586,Class X #4586,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4587,Class X #4587,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4588,Class X #4588,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4589,Class X #4589,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4590,Class X #4590,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4591,Class X #4591,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4592,Class X #4592,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4594,Class X #4594,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4596,Class X #4596,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4597,Class X #4597,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4598,Class X #4598,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4599,Class X #4599,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4600,Class X #4600,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4602,Class X #4602,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4603,Class X #4603,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4604,Class X #4604,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4605,Class X #4605,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4606,Class X #4606,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4607,Class X #4607,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4608,Class X #4608,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4609,Class X #4609,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4610,Class X #4610,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4611,Class X #4611,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4612,Class X #4612,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4613,Class X #4613,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4614,Class X #4614,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4616,Class X #4616,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4617,Class X #4617,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4618,Class X #4618,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4619,Class X #4619,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4620,Class X #4620,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4621,Class X #4621,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4622,Class X #4622,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4623,Class X #4623,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4624,Class X #4624,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4625,Class X #4625,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4626,Class X #4626,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4627,Class X #4627,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4628,Class X #4628,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4630,Class X #4630,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4631,Class X #4631,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4632,Class X #4632,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4633,Class X #4633,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4634,Class X #4634,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4635,Class X #4635,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4636,Class X #4636,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4637,Class X #4637,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4638,Class X #4638,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4639,Class X #4639,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4640,Class X #4640,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4641,Class X #4641,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4642,Class X #4642,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4643,Class X #4643,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4644,Class X #4644,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4646,Class X #4646,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4647,Class X #4647,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4648,Class X #4648,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4649,Class X #4649,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4650,Class X #4650,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4651,Class X #4651,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4653,Class X #4653,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4654,Class X #4654,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4655,Class X #4655,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4657,Class X #4657,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4658,Class X #4658,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4659,Class X #4659,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4660,Class X #4660,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4661,Class X #4661,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4662,Class X #4662,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4663,Class X #4663,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4664,Class X #4664,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4665,Class X #4665,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4666,Class X #4666,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4667,Class X #4667,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4669,Class X #4669,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4670,Class X #4670,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4671,Class X #4671,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4672,Class X #4672,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4673,Class X #4673,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4674,Class X #4674,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4675,Class X #4675,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X4676,Class X #4676,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4677,Class X #4677,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4678,Class X #4678,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4679,Class X #4679,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4680,Class X #4680,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4681,Class X #4681,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X4682,Class X #4682,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4683,Class X #4683,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4684,Class X #4684,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4685,Class X #4685,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4686,Class X #4686,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4687,Class X #4687,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4689,Class X #4689,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4690,Class X #4690,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4692,Class X #4692,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4695,Class X #4695,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4697,Class X #4697,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4698,Class X #4698,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4699,Class X #4699,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4700,Class X #4700,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4701,Class X #4701,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4702,Class X #4702,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4703,Class X #4703,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4704,Class X #4704,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4705,Class X #4705,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4706,Class X #4706,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4707,Class X #4707,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4708,Class X #4708,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4709,Class X #4709,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4710,Class X #4710,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4711,Class X #4711,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4712,Class X #4712,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4713,Class X #4713,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4714,Class X #4714,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4716,Class X #4716,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4717,Class X #4717,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4718,Class X #4718,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4719,Class X #4719,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4720,Class X #4720,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4721,Class X #4721,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4722,Class X #4722,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4723,Class X #4723,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4724,Class X #4724,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4725,Class X #4725,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4728,Class X #4728,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4729,Class X #4729,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4730,Class X #4730,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4731,Class X #4731,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4732,Class X #4732,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4733,Class X #4733,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4734,Class X #4734,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4735,Class X #4735,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4736,Class X #4736,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4737,Class X #4737,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4739,Class X #4739,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4740,Class X #4740,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4741,Class X #4741,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4742,Class X #4742,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4743,Class X #4743,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4744,Class X #4744,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4745,Class X #4745,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4749,Class X #4749,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4750,Class X #4750,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4751,Class X #4751,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4753,Class X #4753,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4754,Class X #4754,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4756,Class X #4756,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4757,Class X #4757,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4758,Class X #4758,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4759,Class X #4759,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4760,Class X #4760,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4763,Class X #4763,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4764,Class X #4764,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4765,Class X #4765,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4766,Class X #4766,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4767,Class X #4767,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4768,Class X #4768,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4770,Class X #4770,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4771,Class X #4771,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4772,Class X #4772,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4773,Class X #4773,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4774,Class X #4774,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4775,Class X #4775,0,0,-1,Prod. Order,XXX,0,FALSE,0,0
X4776,Class X #4776,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4777,Class X #4777,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4779,Class X #4779,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4780,Class X #4780,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4781,Class X #4781,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4783,Class X #4783,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4784,Class X #4784,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4787,Class X #4787,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4788,Class X #4788,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4789,Class X #4789,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4790,Class X #4790,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4791,Class X #4791,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4792,Class X #4792,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4793,Class X #4793,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4794,Class X #4794,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4795,Class X #4795,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4796,Class X #4796,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4798,Class X #4798,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4799,Class X #4799,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4800,Class X #4800,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4801,Class X #4801,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4802,Class X #4802,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4803,Class X #4803,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4804,Class X #4804,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4805,Class X #4805,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4806,Class X #4806,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4807,Class X #4807,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4808,Class X #4808,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4809,Class X #4809,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4811,Class X #4811,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4812,Class X #4812,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4813,Class X #4813,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4814,Class X #4814,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4817,Class X #4817,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4818,Class X #4818,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4819,Class X #4819,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4820,Class X #4820,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4821,Class X #4821,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4822,Class X #4822,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4823,Class X #4823,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4824,Class X #4824,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4825,Class X #4825,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4826,Class X #4826,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4827,Class X #4827,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4828,Class X #4828,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4829,Class X #4829,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4830,Class X #4830,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4831,Class X #4831,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4833,Class X #4833,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4835,Class X #4835,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4836,Class X #4836,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4837,Class X #4837,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4838,Class X #4838,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4839,Class X #4839,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4840,Class X #4840,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4841,Class X #4841,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4842,Class X #4842,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4843,Class X #4843,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4844,Class X #4844,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4845,Class X #4845,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4846,Class X #4846,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4847,Class X #4847,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4848,Class X #4848,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4849,Class X #4849,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4850,Class X #4850,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4852,Class X #4852,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4853,Class X #4853,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4855,Class X #4855,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4856,Class X #4856,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4857,Class X #4857,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4859,Class X #4859,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4861,Class X #4861,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4862,Class X #4862,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4863,Class X #4863,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4864,Class X #4864,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4865,Class X #4865,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4866,Class X #4866,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4867,Class X #4867,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4868,Class X #4868,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X4869,Class X #4869,0,0,0,Prod. Order,XXX,0,FALSE,0,0
